intent,question,answer,filename
app_answers_detail_a_id_1612_kw_enrol,What is SSAF and do I have to pay it?,"SSAF legislation provides a list of services on which the university is permitted to spend the funds - these can only be Non-academic; and Non-political. For a summary of recent approved allocations see the SSAF information page. Full time students: $365 Part time students: $273. 75 International Students: SSAF is part of your tuition fees - you do not need to pay it separately. For domestic students: If you are in a Commonwealth Supported Place (CSP) or are a Higher Degree by Research student, in most cases you need to pay SSAF separately. If eligible, you can defer your SSAF. If you are in a Full Fee Paying Domestic place, SSAF is built into your tuition fees - you do not pay it separately. OUTBOUND Cross-institutional students (taking a unit elsewhere): You will need to pay any SSAF charged by your host institution, at your host institution. You cannot defer it to SA-HELP. INBOUND Cross-institutional students (taking a unit at University of Tasmania): You will need to pay SSAF. Open Universities Australia students in a Commonwealth Supported Place course: You will need to pay SSAF. Open Universities Australia students in an Open Access course (X0U) will not need to pay SSAF. If you are enrolled under a non-award course (such as an enabling program), you will generally not pay SSAF. If you are receiving a full or partial fee scholarship or HECS scholarship, you still need to pay SSAF unless it's been specifically exempted. Some units (such as 'Foundation level' units) do not attract SSAF. If you are eligible, you can defer your SSAF to a HELP loan (SA-HELP) instead of paying it up-front. Please refer to the fee due date for payment deadline. If you are not eligible to defer your SSAF, please visit: How do I pay my fees? for more information on making your SSAF payment. If you do not defer your SSAF or make your SSAF payment, a sanction will be placed on your record limiting access to results, graduation etc - this is lifted once payment is made. If you'd like to provide us with feedback on the current year’s SSAF allocation, you can do this any time through the Student Portal SSAF Page. If you have further questions about SSAF, please contact UConnect. Can I defer my Student Services & Amenities Fees (SSAF) I am receiving a scholarship which covers my tuition fees. Do I need to pay the SSAF?",app_answers_detail_a_id_1612_kw_enrol.html
app_answers_detail_a_id_1283_kw_enrol,Will I be charged if I withdraw after census date?,"Yes, if you are enrolled in units once census day has passed, you are financially liable for their fees, even if you have not taken part in any classes. If you have elected to defer fees to a HELP loan, you will need to make payment for these to the ATO. If you have unpaid Student Services and Amenities Fees, you will have a sanction on your record until they have been paid. To avoid charges, ensure you withdraw from any units you don't want to study on or before the census date. Intent to withdraw from a unit is not sufficient, nor is advising your lecturer that you will no longer be attending classes. See Key Dates for a list of census dates for all study periods.",app_answers_detail_a_id_1283_kw_enrol.html
app_answers_detail_a_id_1282_kw_enrol,"Are there fees, besides tuition, that I need to pay?","Domestic students: Commonwealth Supported students: In addition to tuition fees, you will pay the Student Services and Amenities Fees (SSAF). This is a separate fee charged per unit you are enrolled in. Most units, but not all, have SSAF attached. Domestic Full Fee Paying students: SSAF is incorporated into you tuition fees and you won't need to pay a separate SSAF charge. All students: We recommend that you allow up to about AU$1000 per year in addition to tuition fees / SSAF for study related costs such as: Text books Specialist equipment (e. g safety equipment / clothing for professional experience placements. ) Optional supplementary reading and academic program materials Field trips / excursion costs. Depending on your situation, you may also need to factor in costs for: Access to a contemporary laptop with webcam and headphones - especially where required for online exams Parking on, or transport to, campus International English Language Testing System (IELTS) test fees Childcare Library Costs for late returns or lost books Application Fees for international students applying for the Bachelor of Medicine/Bachelor of Surgery Oral Examination for Certificate of Competency through Australian Maritime Safety Authority (AMSA) Academic Transcripts and Completion Letters Accommodation fees",app_answers_detail_a_id_1282_kw_enrol.html
app_answers_detail_a_id_1697_kw_enrol,"My course was supposed to be free, why are there fees on my invoice?","Scholarships, discounts and fee scholarships are applied before Census Date of your study period. I paid my SSAF / completed SA-HELP form but I still have a sanction or outstanding fees on my invoice. Why?",app_answers_detail_a_id_1697_kw_enrol.html
app_answers_detail_a_id_1694_kw_enrol,I submitted an eCAF but my SSAF has not been deferred. Why?,"The HECS-HELP Commonwealth Assistance form (eCAF) that you must complete before enrolling in units relates only to your tuition fees ('Student Contribution') and not to your Student Services and Amenities Fees (SSAF). If you would like to defer your SSAF fees t o your HELP loan, you must also submit the separate 'SA-HELP Form' before the census date for the study period. You only need to do this once per course. General steps: Log into eStudent, navigate to the 'MyStudy' tab, and select 'Manage my Course' for the course you want to complete a SA-HELP form for. Select 'Government Assistance' from the options on the left and click 'Add'. Select ' Request a SA-HELP loan '. Can I defer my Student Services & Amenities Fees (SSAF) Am I eligible to defer my fees? I paid my SSAF / completed SA-HELP form but I still have a sanction or outstanding fees on my invoice. Why?",app_answers_detail_a_id_1694_kw_enrol.html
app_answers_detail_a_id_1286_kw_enrol,What is the difference between domestic and international fees?,"Domestic students: If you are in an undergraduate course, it is likely to be a Commonwealth Supported Place (CSP). This is where the Government pays for a portion of your tution fees and you pay the remainder - the 'student contribution'. See your letter of offer to check if you are in a Commonwealth Supported Place or not. The Student Services and Amenities Fee (SSAF) is charged separately from the tuition fees. For more information, see Fees and Charges - domestic International students: You are not eligible for a Commonwealth Supported Place and will need to organise to pay your tuition fees in full. Your tuition fees have the Student Services and Amenities Fee (SSAF) built in so you do not need to pay for this separately. If eligible, you may receive the Tasmanian International Scholarship to receive discounted tuition. All students: Your fees may be different from other students for reasons such as residency or citizenship, scholarships, student exchange programs, and the course or units that you are enrolled in. The annual unit and tuition fee can also vary from year to year so, if you accepted your offer at different times, your fees may be different. When applying and enrolling at the University it is critical to understand your finance options and either apply to defer your fees (where eligible) or organise to pay your fees by the due date. Login in to eStudent to view and pay your fees and submit requests for Commonwealth Assistance.",app_answers_detail_a_id_1286_kw_enrol.html
app_answers_detail_a_id_1276_kw_enrol,Can I apply for a payment plan or payment extension?,"There are a range of payment plans for university students in Australia, and your payment options depend on your student type. Domestic students in a Commonwealth Supported Places (CSP) do not qualify for a fee payment extension or payment plan, however may be eligible to defer course costs to a HELP loan. International students and Domestic students in Full-Fee paying places may be able to apply for a Payment Plan or to extend your payment due date - if experiencing temporary financial hardship. For an extension, you can apply to extend your fee due date up to four (4) weeks from your original fee due date. Payment plans are available for students enrolled in: Semester 1, Semester 2, or Trimesters (Accelerated Study Periods 1, 2, 3; Health Study Periods 1, 2, 3 and IPC Semester 1, 2, 3). Have completed at least one study period Be enrolled in at least 25 credit points of units for the relevant study period Have no outstanding debt from previous study periods Not be eligible for FEE HELP (Domestic Students only) Provide a written explanation of the unexpected or exceptional event that is preventing payment by the normal due date. Examples of unexpected or exceptional events: - Transfer restrictions (eg. bank closure) - Medical/health condition - Loss of sponsor’s business - Loss of sponsor’s job/income - Loss of family member - Natural disaster - Civil war I made a payment to the University: why can’t I see it on eStudent?",app_answers_detail_a_id_1276_kw_enrol.html
app_answers_detail_a_id_1036_kw_enrol,Can I change my course/degree?,"You may be able to change your degree if you meet the requirements - these differ depending on whether you are a domestic or international student. Domestic Students If you have completed some study but want to transfer to another course, this may be possible (exceptions below). Email your transfer request to U. Connect@utas. edu. au and a Student Adviser will be in contact about your options, including your eligibility for unit credits. If you meet the requirements to transfer to a new course, you will be granted an offer. International Students You will need to submit a new application prior to your new course start date. Your application will be assessed within ten business days, and you must remain enrolled in your original course, attend classes, and engage the unit content until a decision is reached. You will receive an offer of enrolment if you meet the entry requirements for your new degree. You will need to accept your new offer and pay any outstanding tuition fees before you can be granted a new Confirmation of Enrolment (CoE) If you are not granted an offer, you will need to continue with your current course, so you don’t breach your student visa conditions. Please contact the International Student Advisers if you wish to discuss your decision to change course, including any affects it may have on your student visa. Exceptions If your intended course is included in the list below, eligible applicants need to apply via your Application Portal. College of Health and Medicine (CoHM) 54A Bachelor of Pharmacy with Applied Honours H3N, H30 Bachelor of Nursing H4B Bachelor Nursing Clinical Offers (Transition to Practice) M3N MBBS Bachelor of Medicine and Bachelor of Surgery H3X Bachelor of Medical Science and Doctor of Medicine M4Y Bachelor of Psychological Science with Honours M6I Graduate Diploma in Counselling M7L Master of Psychology Clinical M7Q Master of Professional Psychology 53X Bachelor of Paramedicine All Undergraduate and Postgraduate programs Initial Teacher Education (ITE) programs 43B Bachelor of Education Primary 43F Bachelor of Education Applied Learning 43J Bachelor of Education Health and Physical Education E7G Master of Teaching Primary and Secondary Current students may apply for a course transfer for any Tasmanian School of Economics and Business course. However, please be aware of restrictions within courses, such as unit availability, majors and specialisations between campuses. However, please be aware of restrictions within courses, such as unit availability, majors and specialisations between campuses. B3A Bachelor of Business - students applying to transfer into accelerated Bachelor of Business in Launceston should be aware that it may not be possible to complete their degree within the shortened timeframe. This will depend on the units they have completed to date. For advice on completing the course within an accelerated timeframe, please contact UConnect. This will depend on the units they have completed to date. For advice on completing the course within an accelerated timeframe, please contact UConnect. However, please be aware of restrictions within courses, such as unit availability, majors and specialisations between campuses. This will depend on the units they have completed to date. For advice on completing the course within an accelerated timeframe, please contact UConnect. 21A Diploma of University Studies (Nursing Foundation Studies) - the Nursing Foundation Studies specialisation is subject to a quota. All applications into this specialisation must be through your Application Portal. All applications into this specialisation must be through your Application Portal. All applications into this specialisation must be through your Application Portal. I am studying at another University, how do I transfer to the University of Tasmania?",app_answers_detail_a_id_1036_kw_enrol.html
app_answers_detail_a_id_1278_kw_enrol,What does it mean to have a sanction or fees overdue notice?,"Sanctions are a note on your student record that can prevent you from viewing your results; accessing transcripts, completion letters, and unofficial academic records; or graduating. Sanctions will apply if you have outstanding tuition or Student Services and Amenities (SSAF) fees, haven't completed a compulsory MyLO module, haven't provided your Unique Student Identifier (USI), have an outstanding library invoice, or have an Accommodation fine. 'SPR' sanctions prevent you from enrolling while your College reviews and updates all study plans for your course. 'LAP' sanctions indicate that you are on a Learning Access Plan. Viewing sanctions: To check for active sanctions, access 'Sanctions' under the 'MyDetails' tab in eStudent. Fee sanctions: Tuition fee or Student Services and Amenities (SSAF) sanctions apply if a debt has not been fully cleared by the ' fee due date fee due date '. It can take 3 - 5 business days f or payments to process and sanctions to be removed. See How do I pay my fees? How do I pay my fees? Accommodation fees: Log into your Resident Portal or contact the Student Living team. See How do I pay my fees? How do I pay my fees? Academic Integrity (MyLO Module): Log into MyLO and complete compulsory Academic Integrity Module compulsory Academic Integrity Module (you need to score 100% on the quiz). You should receive a notification within 5 working days that your sanction has been lifted. If this does not happen, please contact UConnect. Unique Student Identifier (USI) sanctions: USI sanctions apply if you have not yet provided your USI or if the personal details on the USI register do not match your personal details with the University. If you haven't already, create your USI, then upload it via eStudent (either when you complete your Commonwealth Assistance form, or by completing the Enter/Update Unique Student Identifier form). Please make sure your your personal details are up to date both in eStudent and on the USI register. Library invoices: Log into your 'My Library' account then see How do I pay? If you have concerns about a sanction or you believe a sanction has been incorrectly applied, contact UConnect. More information about Fee policies can be found on the University Policies page, under 'Student Participation and Attainment'. I paid my SSAF / completed SA-HELP form but I still have a sanction or outstanding fees on my invoice. Why?",app_answers_detail_a_id_1278_kw_enrol.html
app_answers_detail_a_id_1207_kw_enrol,How do I make an appointment with Advisers and Counsellors?,"The university counselling service is a free, high quality service offering individual face-to-face, phone and online sessions to enrolled students. You can book in with one of the Counsellors via the Student Safety and Wellbeing page. There is also after-hours counselling available to you. Student Advisers can help you with time and study management, enrolment, choosing units, and advice on your study plan and course progression. Student Advisers International Student Advisers Accessibility Advisers Learning Advisers 2. Click on the 'Appointments' tab 3. Select your campus (or 'distance') 4. Select the name of the service from the list (below ""What would you like to talk about? "") or, if you want an appointment with a particular Adviser / Counsellor, select their name from the list of practitioners. 5. View available appointments and complete the online booking form. If you need help making an appointment and are unsure which service you need, contact UConnect. For Study Abroad and Exchange book an appointment here. Future students: Contact a friendly team member at 13 UTAS (8827) and choose option 2; or, email course. info@utas. edu. au. International student support services",app_answers_detail_a_id_1207_kw_enrol.html
app_answers_detail_a_id_2142_kw_enrol,What is a Personal Competency Statement?,"Tell us about your confidence in using technology? - Part of studying involves using online platforms for tasks like enrolling, submitting assignments or accessing course content. Tell us about how comfortable you are using technology in your everyday or work life that may help as you commence study. Tell us about your time management skills? - Managing your time effectively can make balancing life and studies much easier. Tell us more about the steps you take to stay organised and on track. Tell us about your work and life experience? - Tell us about your life and work experiences that might be relevant in your study at university. Be sure to highlight any achievements and skills that will support your study journey. I have received my offer to study, what do I do next?",app_answers_detail_a_id_2142_kw_enrol.html
app_answers_detail_a_id_1108_kw_enrol,Information about Overseas Student Health Cover (OSHC),"Overseas Student Health Cover (OSHC) is health insurance for international students that assists in covering the cost of: Out of hospital medical treatment In hospital medical treatment Prescription medicines Emergency ambulance assistance Day surgery accommodation It is a requirement of your student visa to get OSHC for the duration of your stay in Australia as international students are not eligible for Medicare (the Australian government's public health insurance system). You can renew your membership directly with your OSHC provider, however it is valid for the length of your visa and will not be affected if you go home for the holiday periods. You might be able to suspend your OSHC if you take a Leave of Absence. Who is my provider? If you paid for your OSHC cover when you accepted your offer your policy will be with Medibank, the University's preferred provider, however you can choose which ever OSHC provider you like. You do not have to choose the University's preferred provider. When does my cover start? If you are a new student who arranged your Overseas Student Health Cover (OSHC) through the University, your cover will begin on the start date as stated on your Confirmation of Enrolment (CoE). If you arrive in Australia before or after this date, you will need to update the commencement date of your OSHC policy. When will I get my Medibank Policy Certificate (OSHC)? Medibank will email your Policy Certificate within five business days of your CoE (Confirmation of Enrolment ) being issued. If it has been longer than this and you haven't received it, contact utas. oshc@utas. edu. au. If you are travelling alone, you shouldn't need a copy of your OSHC Policy Certificate for your visa application. If you indicate that OSHC is arranged by your education provider (University of Tasmania), you only need the start and end date of your OSHC. Take this from your CoE. The health insurer's name and policy number are only needed if your OSHC is not arranged by the University of Tasmania. If you are travelling with family members, email all full names, gender, and dates of birth to utas. oshc@utas. edu. au. How do I get my membership details? If you hold your OSHC policy with Medibank you can order your membership card online using your University of Tasmaia student ID number. This will take about 2 weeks. If you hold your OSHC policy with another provider you will need to visit their website or contact them for information. For further information, go to the international student health insurance website. I need to apply for a new student visa so I can finish my course in Australia. When do I apply and how? I have received my offer to study, what do I do next?",app_answers_detail_a_id_1108_kw_enrol.html
app_answers_detail_a_id_1800_kw_enrol,How long does a bachelor degree take to complete?,"A bachelor degree usually takes three years of full-time study (8 units or 100 credit points per year) to complete. Some courses are fast-tracked to be completed in two years. Other courses require the completion of a fourth year of study in order to become qualified in that particular field, such as Education and Teaching, and Engineering. You can check the amount of time you have to complete any course under 'Duration' in your course's entry on the Courses and Units page: Please note that some courses do not allow part time study, for example the Bachelor of Medical Research, so if you are considering part time study, contact a Student Adviser for help with planning your enrolment. 'Minimum' - is the shortest time to complete the course if you are studying full time 'Maximum' - is how long you have to complete the course if you are studying part time time. If you are likely to exceed the maximum time to complete your course, you will need to contact UConnect to apply for an extension. If this is approved, the expected date of completion for your course will be adjusted. Your weekly time commitment will depend on the number of units you are enrolled in, and the different activities you will need to participate in for each unit (for example, lectures, tutorials, practicals, or workshops). In addition to this you need to allow time for reading, and assessment tasks. To manage your time effectively, you should allow around 10 hours of study time (including class time) for each 12. 5 credit unit per week. This means that a full-time study load is approximately the same time commitment as full-time work (between 30-40 hours a week).",app_answers_detail_a_id_1800_kw_enrol.html
app_answers_detail_a_id_2516_kw_enrol,How do I apply for University accommodation?,"Step 1: Register in the Accommodation Portal, and Step 2: Submit your online application. There are several stages in the online application process; please take care to complete each section. An email will be sent to you when we have received your application. Once we have reviewed your application, we will notify you of the outcome by email. Applications for the following year usually open at the end of August. We also have Semester 2 intakes, with applications opening in early April. Applications are processed in order of the date we receive them. For prospective residents, we recommend you apply as early as possible. If you change your mind and would like to withdraw your application, please contact us.",app_answers_detail_a_id_2516_kw_enrol.html
app_answers_detail_a_id_1032_kw_enrol,Can I defer or delay my offer to study?,"Yes, it may be possible to defer or delay the start date of your course, however there are some steps you will need to complete and conditions to be aware of. It is important to note that deferrals are not available in all courses, are strictly limited in some, and are only available for a 12-month period. International students It may be possible to defer your course by one or two semesters. Please select 'Defer Offer' when responding to your offer in StudyLink or contact International. Admissions@utas. edu. au to request this. Domestic students Log in to the applications portal and select 'Defer' as your response to your offer. If you have not yet received an offer, you will need to wait until you have before you can respond to it. Make sure you submit your deferral request before the census date of the study period you applied for. You can find this in your offer letter. If you want to delay by a single semester, just enrol in the study period you want to start. Exceptions do apply, particularly for courses with a quota and for those that have an enrolment condition included as part of the offer. Check with course. info@utas. edu. au. Change of mind If you have already accepted an offer but have changed your mind and want to apply for a deferral, email your request to admissions@utas. edu. au If you have deferred an offer but would like to accept it instead, please send a request to course. info@utas. edu. au with your Student ID or Application ID number and the course you have deferred. You will be advised if a cancellation of the deferral will be possible via email. Declined requests or ineligible for deferral If your request to defer an offer has been declined, it may be because the course you have applied for does not allow deferrals. Some courses, including those with intake quotas and certain postgraduate health courses, do not permit deferrals. Contact us via email Course. Info@utas. edu. au or call on 138827 (13 UTAS) / +61 3 6226 6200 for more information about deferrals and why your request has not been approved. If you are not eligible to defer your offer, re-apply for the course again in the future when you are ready to study. If you are not eligible for a deferral, there are several options available, including enrolling part-time or commencing in second semester. Contact us to discuss your options at Course. Info@utas. edu. au or call 138827 (13 UTAS) / +61 3 6226 6200. I want to take a break - how can I defer or pause my studies? I have received my offer to study, what do I do next?",app_answers_detail_a_id_1032_kw_enrol.html
app_answers_detail_a_id_1561_kw_enrol,Is my scholarship income taxable and will it affect my Centrelink payments?,"This will depend on your individual situation and the type of scholarship you are receiving. To check whether your scholarship income is taxable: It is your responsibility as a scholarship, bursary or award recipient to check with the Australian Taxation Office (ATO) and/or an independent tax adviser to find out if the payments you are receiving are classified as taxable income. The following is given as a guide only: Scholarships, bursaries or awards held by students who are enrolled full-time are generally tax exempt. Scholarships which include a work experience component are generally tax exempt provided the work experience is not compulsory (i. e. the offer letter states 'you may be invited to undertake work experience with (company name) over the summer vacation period'. Scholarships, bursaries or awards held by students who are enrolled part-time are generally not tax exempt and may need to be declared as taxable income. The Australian Taxation Office (ATO) provides online interactive scholarship decision tools that can help you identify whether or not your scholarship should be taxed. Please visit the ATO website. If you are receiving a fee-waiver (i. e. HECS scholarship), under a Commonwealth Supported Place, this is not counted as income for Centrelink purposes. Please refer to Exempt Scholarships section of the Department of Human Services site for up-to date information on the value of scholarships awarded that is considered exempt from being counted as income for Centrelink purposes.",app_answers_detail_a_id_1561_kw_enrol.html
app_answers_detail_a_id_1271_kw_enrol,Why does the University need my Tax File Number?,"You need to provide your Tax File Number (TFN) on your Commonwealth Assistance Form to be able to defer fees to a HELP Loan. A valid TFN is required by the census date or your enrolment may need to be cancelled. Add your TFN when you fill out your Commonwealth Assistance Form (eCAF) in eStudent. Don't have a TFN yet? Apply for one at the Australian Tax Office, allowing enough time to have it by the census date of your first study period - Tax File Number applications take up to 28 days to be processed. You can submit a temporary Commonwealth Assistance Form (eCAF) in eStudent - however you will need to upload an ATO Certificate of Application for a TFN by census date and you will need to submit a new copy of the form once you have got your TFN. Date of Birth First Given Name Family Name Other Given Names",app_answers_detail_a_id_1271_kw_enrol.html
app_answers_detail_a_id_2481_kw_enrol,How do I register for class and see my timetable?,"In MyTimetable, you can plan, preference and register for your preferred class time/day. Once you've done that, you'll be able to view your personal timetable and subscribe to a calendar feed for your classes. Planning your timetable: On the day the timetable is published, classes become visible in MyTimetable. Once you have signed in, look for the ‘Plan’ item in the menu. In the planner you will see units, and under each if there are activities, those activities can be dragged into the planner to create a timetable. You can name and save a plan at the top of the page and use that saved plan later. Once you have signed in, look for the ‘Plan’ item in the menu. In the planner you will see units, and under each if there are activities, those activities can be dragged into the planner to create a timetable. You can name and save a plan at the top of the page and use that saved plan later. Login to MyTimetable and ensure you choose the ‘timetable’ option from the menu. You should see a list of the classes you are enrolled in, drag from this list into the timetable window to populate your timetable. You can move them around to make the best possible timetable, where options are open to you. If a clash exists, or a ‘problem’ (often caused by travel between locations with not enough time) then you cannot allocate that timeslot. If a class timeslot is full you will need to either choose another or join the waitlist for the preferred time – that waitlist will allow for swaps if another student leaves the class. Login to MyTimetable and ensure you choose the ‘timetable’ option from the menu. You should see a list of the classes you are enrolled in, drag from this list into the timetable window to populate your timetable. You can move them around to make the best possible timetable, where options are open to you. If a clash exists, or a ‘problem’ (often caused by travel between locations with not enough time) then you cannot allocate that timeslot. If a class timeslot is full you will need to either choose another or join the waitlist for the preferred time – that waitlist will allow for swaps if another student leaves the class. Connections You can choose the ‘connections’ item from the menu. Enter their student ID and send a connection request. When a request arrives, it can be accepted or denied. Once connected, there is a link against that student in your list, allowing you to view their calendar. Connections can be deleted by either party at any time. Settings In the settings menu, you can change your timezone so that the calendar times adjust for you. Also in this menu, you can setup your iCAL subscription so that you can view your timetable in Google Calendar, Outlook, on your iPhone etc. Having trouble viewing your timetable? Find out more.",app_answers_detail_a_id_2481_kw_enrol.html
app_answers_detail_a_id_2160_kw_enrol,What are the conditions of my student visa?,"It is important to be aware of the conditions of your student visa, so you do not breach them. We recommend that you visit the Department of Home Affairs Visa Entitlement Verification Online (VEVO) online system to check what conditions apply specifically to you. If you are a Subclass 500 Student visa holder, you should also read 8105 Work Limitation to understand the work entitlements and restrictions, to help you plan your work hours and avoid breaching work limits. Work limits may not apply during scheduled course breaks (which are breaks between study periods, not mid-semester breaks). We can issue a letter to confirm a scheduled course break. Just use the university letter request form and we will issue a letter within 5 business days. We request that continuing students fully enrol in their subsequent Study Period/Semester prior to issuing the letters. If you have questions about the details or conditions of your student visa, please contact the International Student Advisers I need to apply for a new student visa so I can finish my course in Australia. When do I apply and how? I am in Australia on a student visa. Can I study my units online? Am I a Domestic or International Student? International student support services",app_answers_detail_a_id_2160_kw_enrol.html
app_answers_detail_a_id_1554_kw_enrol,How do I accept or decline my scholarship offer?,"If your scholarship application has been successful, you will be sent an email from Scholarships Office advising you of the offer. Click on the link in the email to respond to your scholarship offer. Once you have accepted, the Scholarships Office will arrange payment per the process outlined in your offer. Please make sure you read the conditions of your scholarship offer carefully. Changing your enrolment, study mode, campus etc. may mean you are no longer eligible for the scholarship you were offered. If you wish to defer your study, please note that your scholarship cannot be deferred, and you will need to reapply for any scholarships before you begin studying.",app_answers_detail_a_id_1554_kw_enrol.html
app_answers_detail_a_id_1325_kw_enrol,How can I update my name to ensure it is correct on my testamur?,"Australian drivers license Passport Birth certificate Marriage certificate (please note, this must be a formal certificate and not a ceremonial document) Citizenship papers Divorce decree Name change certificate I have changed gender. Can I get a new testamur (degree certificate) with my new name on it?",app_answers_detail_a_id_1325_kw_enrol.html
app_answers_detail_a_id_2471_kw_enrol,Am I eligible for Austudy or Youth Allowance Centrelink payments?,I made a payment to the University: why can’t I see it on eStudent? I paid my SSAF / completed SA-HELP form but I still have a sanction or outstanding fees on my invoice. Why?,app_answers_detail_a_id_2471_kw_enrol.html
app_answers_detail_a_id_2141_kw_enrol,Does my offer to study expire?,"Your offer may have a limited time before it expires. This varies from course to course and the number of places available. Offers for many courses will stay open until the census date of the relevant study period, however some courses have earlier enrolment deadlines. Courses restricted by a quota, for example BMedScMD, Paramedicine or Nursing, will have an offer expiry date stated on your letter of offer. These expiry dates are strict, and the timeframes during which to enrol can range from two weeks to 48 hours. If you do not respond to your offer before the stated expiry date, it will lapse, and you will no longer be able to accept. If circumstances have prevented you from accepting your offer in time, you can contact us on 13 UTAS (13 88 27) or at Course. Info@utas. edu. au to request reinstatement of your offer. International students Don't forget to consider the time it will take for your student visa to be processed. Visit the Department or Home Affairs website to find out more about student visa processing times. This will help you determine when you should accept your offer. Please contact us if you require an extension or have questions about your offer expiry. I have received my offer to study, what do I do next?",app_answers_detail_a_id_2141_kw_enrol.html
app_answers_detail_a_id_1598_kw_enrol,Do I need to attend Orientation?,"Orientation attendance varies based on your student group. Some sessions are compulsory, while others are recommended. The program outlines which sessions you are required to attend, and which are recommended, so please review it carefully. We strongly encourage you to attend your course orientation and complete the online UniStart unit. Additionally, explore social and course-specific activities to help you adjust to university life. New students will receive an email with their orientation schedule and other key events. Visit Orientation in the Student Portal for more information. International students International students must attend compulsory sessions such as New to Town, especially if they’re new to the university, previously enrolled at the English Language Centre (ELC), or recently changed courses. If you arrive late, please sign up for a late arrival session through the Orientation Program or visit UConnect for assistance. Online students UniStart offers an online Orientation unit, where you’ll learn about university resources, academic skills, and support services. Sign up for the online sessions delivered as part of the full Orientation Program. If you’re near a campus, you’re also welcome to attend on-campus sessions. Missed Orientation? If you can’t make it to your scheduled Orientation, access UniStart and other online resources to get familiar with university systems, services, and the Study Toolkit live webinars held throughout the year. If your Orientation session is compulsory and you cannot attend, please get in contact with your course coordinator.",app_answers_detail_a_id_1598_kw_enrol.html
app_answers_detail_a_id_1039_kw_enrol,What are certified documents?,"You may be required to provide the University with certified copies of important documents, such as academic transcripts, certificates, citizenship or other ID documents. A certified copy is one that has been verified by an authorised person as being 'true' copy of an original document. There are many people who can certify documents. Visit the following pages: Justices of the Peace and Commissioners for Declarations Professions and employment groups for Commissioners for Declarations If you need a certified copy of an original document, bring your original documents to a UConnect location and staff can organise this for you. Notes on certified documents for international students If you applied via a University of Tasmania registered agent, your agent can certify your documents and send them to us. A Notary Public or Justice of the Peace; An Australian embassy, high commission or consulate; or A person or agency recognised by law in the country in which you live. If your documents are not in English, the following are required: A certified original language document; and A certified English language translation of the original document. As an international student, what documentation should I bring with me?",app_answers_detail_a_id_1039_kw_enrol.html
app_answers_detail_a_id_1141_kw_enrol,How do I submit an assessment to Turnitin?,"You can upload your assessment to Turnitin when you are submitting it in MyLO. You can also upload a draft, so you can edit your assessment before final submission, by following the below steps: Log into MyLO Go to the 'Discover Course Catalog' (you can also find this in the 'My Units' section) Search for 'Turnitin and Academic Writing Unit' Click enrol (or it may say 'open course') Once you are in the module - go to 'Assignments' in the header menu. From here you select 'Turnitin Comparison Upload Service' Scroll to the bottom of the page and select 'Add a File' to upload your assessment, then click 'Submit'.",app_answers_detail_a_id_1141_kw_enrol.html
app_answers_detail_a_id_1899_kw_enrol,What is Orientation?,"Orientation marks the beginning of your university studies and for most courses it is held the week before semester classes start. The program is designed to familiarise you with your course, university life, and the services and facilities available on each campus and online. It will provide you with essential information for the start of semester as well as being a great way to meet and socialise with other students and staff. The Orientation program offers both online and in-person events at your campus. You will need to register to attend all Orientation events. We strongly recommend that all new students attend orientation. The number of sessions you will need to attend depends on the course you are enrolled in and whether you are an international or domestic student. Please refer to your letter of offer for the details of your course. For more Orientation information and to view the full schedule, visit the Guide to starting Uni in the Student Portal. UniStart is a free self-paced MyLO unit that we encourage all new students to complete. UniStart can help you get started at university by exploring what you need to know as a new student and introducing you to the support available to help you succeed at university.",app_answers_detail_a_id_1899_kw_enrol.html
app_answers_detail_a_id_1846_kw_enrol,I am a NSW student - how do I get concession for transport fares?,"You are enrolled as a full time student in a course located at a University of Tasmania campus in NSW. (minimum 37. 5 credit points per study period, including spring schools) You are an Australian citizen or permanent resident of Australia, and You reside in NSW. To apply for a NSW Tertiary Student Concession Card:",app_answers_detail_a_id_1846_kw_enrol.html
app_answers_detail_a_id_1865_kw_enrol,What are elective units?,"If you have elective spaces on your study plan, you can use these spaces to enrol in units from another area, adding variety to your area of study. You can choose from any units across the university, so long as you meet any unit prerequisites, and the unit is listed as being available as an elective. Click on 'Search all units' to go to the unit search page, Narrow your search with parameters such as unit level, location, and study period ('Unit availability'), and Tick 'Only show units available as electives'. Select 'Manage My Course' under the My Study tab, Select 'Choose your discipline electives', and Search for a unit by title or code or select from the list.",app_answers_detail_a_id_1865_kw_enrol.html
app_answers_detail_a_id_1244_kw_enrol,What is a unit code?,The unit code is the three letter and three number identifier assigned to each unit. eg The unit code for Introduction to Management is BMA101. eg The unit code for Introduction to Management is BMA101. Your timetable will list your units by code; and Unit codes may be used in place of the full unit titles in communications with you. Your timetable will list your units by code; and Unit codes may be used in place of the full unit titles in communications with you.,app_answers_detail_a_id_1244_kw_enrol.html
